id,order_id,nfe_number,nfe_access_key,series,issued_at,status,total_amount,xml_storage_uri,created_at,updated_at
39,56,NFE000000039,56432553584776342345593159558493199437109270,001,2022-10-22 14:49:45,authorized,54675.28,s3://lh-nautical-nfe/56432553584776342345593159558493199437109270.xml,2022-10-22 14:49:45,2022-10-22 14:49:45
40,58,NFE000000040,04734725650139356927891027918000786113186344,001,2025-01-01 23:52:01,authorized,18473.82,s3://lh-nautical-nfe/04734725650139356927891027918000786113186344.xml,2025-01-01 23:52:01,2025-01-01 23:52:01
41,59,NFE000000041,84753180260678965932333689606656861722709858,001,2026-09-03 21:03:59,authorized,2293.12,s3://lh-nautical-nfe/84753180260678965932333689606656861722709858.xml,2026-09-03 21:03:59,2026-09-03 21:03:59
42,61,NFE000000042,09824391117815777228160505754022263085060200,001,2025-12-19 20:16:08,authorized,7272.38,s3://lh-nautical-nfe/09824391117815777228160505754022263085060200.xml,2025-12-19 20:16:08,2025-12-19 20:16:08
43,63,NFE000000043,52046007888945680990943847970560711919124296,001,2025-02-27 05:02:27,authorized,50974.76,s3://lh-nautical-nfe/52046007888945680990943847970560711919124296.xml,2025-02-27 05:02:27,2025-02-27 05:02:27
44,65,NFE000000044,97287602515175726783061715595471891136275881,001,2022-05-10 23:50:47,authorized,7673.89,s3://lh-nautical-nfe/97287602515175726783061715595471891136275881.xml,2022-05-10 23:50:47,2022-05-10 23:50:47
45,66,NFE000000045,98311098692542966669178598379974037304458347,001,2021-10-09 13:35:47,authorized,18721.78,s3://lh-nautical-nfe/98311098692542966669178598379974037304458347.xml,2021-10-09 13:35:47,2021-10-09 13:35:47
46,67,NFE000000046,40342716973519052090768262622924191026502351,001,2026-12-08 06:28:52,rejected,70961.28,s3://lh-nautical-nfe/40342716973519052090768262622924191026502351.xml,2026-12-08 06:28:52,2026-12-08 06:28:52
47,69,NFE000000047,79714189356841990116468642686440072368632292,001,2025-03-04 05:55:06,authorized,49046.12,s3://lh-nautical-nfe/79714189356841990116468642686440072368632292.xml,2025-03-04 05:55:06,2025-03-04 05:55:06
48,70,NFE000000048,09448877855590888721230717612179438562894932,001,2023-05-01 17:55:54,authorized,29167.84,s3://lh-nautical-nfe/09448877855590888721230717612179438562894932.xml,2023-05-01 17:55:54,2023-05-01 17:55:54
49,71,NFE000000049,42108500698403094132891028333852493924531399,001,2025-04-22 18:15:29,rejected,41081.78,s3://lh-nautical-nfe/42108500698403094132891028333852493924531399.xml,2025-04-22 18:15:29,2025-04-22 18:15:29
50,73,NFE000000050,61862506009077607814713365546021185688451210,001,2026-12-26 23:32:01,authorized,21924.71,s3://lh-nautical-nfe/61862506009077607814713365546021185688451210.xml,2026-12-26 23:32:01,2026-12-26 23:32:01
51,74,NFE000000051,47632801934353417160559851236233071117129827,001,2026-12-24 15:33:09,authorized,5772.85,s3://lh-nautical-nfe/47632801934353417160559851236233071117129827.xml,2026-12-24 15:33:09,2026-12-24 15:33:09
52,75,NFE000000052,59659425651613483055899772085084339154492506,001,2020-01-14 14:25:25,authorized,72403.11,s3://lh-nautical-nfe/59659425651613483055899772085084339154492506.xml,2020-01-14 14:25:25,2020-01-14 14:25:25
53,76,NFE000000053,56140902191409967202759955350323152154982268,001,2026-02-03 17:43:37,authorized,32925.89,s3://lh-nautical-nfe/56140902191409967202759955350323152154982268.xml,2026-02-03 17:43:37,2026-02-03 17:43:37
54,79,NFE000000054,48998927884850324377808355956402239516131069,001,2022-10-04 22:58:57,authorized,87383.97,s3://lh-nautical-nfe/48998927884850324377808355956402239516131069.xml,2022-10-04 22:58:57,2022-10-04 22:58:57
55,80,NFE000000055,40236590813499519609056705266269627535974458,001,2022-12-18 06:59:44,authorized,1273.09,s3://lh-nautical-nfe/40236590813499519609056705266269627535974458.xml,2022-12-18 06:59:44,2022-12-18 06:59:44
56,84,NFE000000056,91083678005826496343389375958572208301661474,001,2021-12-26 03:28:46,authorized,11989.78,s3://lh-nautical-nfe/91083678005826496343389375958572208301661474.xml,2021-12-26 03:28:46,2021-12-26 03:28:46
57,85,NFE000000057,79842095549157264205314130416431868125766002,001,2024-01-09 14:22:10,authorized,21482.73,s3://lh-nautical-nfe/79842095549157264205314130416431868125766002.xml,2024-01-09 14:22:10,2024-01-09 14:22:10
58,86,NFE000000058,47288513544112750781191998423880946921775295,001,2025-12-02 16:25:00,authorized,35445.16,s3://lh-nautical-nfe/47288513544112750781191998423880946921775295.xml,2025-12-02 16:25:00,2025-12-02 16:25:00
59,87,NFE000000059,36631350689577668362001775386866846021374422,001,2026-10-16 05:03:50,authorized,4568.70,s3://lh-nautical-nfe/36631350689577668362001775386866846021374422.xml,2026-10-16 05:03:50,2026-10-16 05:03:50
60,89,NFE000000060,16472700787792050372668631830334187576521650,001,2024-12-06 14:37:55,authorized,20992.66,s3://lh-nautical-nfe/16472700787792050372668631830334187576521650.xml,2024-12-06 14:37:55,2024-12-06 14:37:55
61,90,NFE000000061,62131116670956890460037476503434856343067556,001,2025-03-24 22:20:24,rejected,26041.14,s3://lh-nautical-nfe/62131116670956890460037476503434856343067556.xml,2025-03-24 22:20:24,2025-03-24 22:20:24
62,91,NFE000000062,49055861021959794831165097144520880925453361,001,2025-12-07 13:47:59,authorized,6023.08,s3://lh-nautical-nfe/49055861021959794831165097144520880925453361.xml,2025-12-07 13:47:59,2025-12-07 13:47:59
63,92,NFE000000063,47792156602041305264941454099079627495313825,001,2026-12-24 11:56:51,authorized,30518.76,s3://lh-nautical-nfe/47792156602041305264941454099079627495313825.xml,2026-12-24 11:56:51,2026-12-24 11:56:51
64,93,NFE000000064,27913903111627392125416189947409002690426554,001,2023-03-31 19:55:18,authorized,42005.58,s3://lh-nautical-nfe/27913903111627392125416189947409002690426554.xml,2023-03-31 19:55:18,2023-03-31 19:55:18
65,95,NFE000000065,05091767951718911035710809980355887345804613,001,2026-12-15 05:51:29,authorized,32096.18,s3://lh-nautical-nfe/05091767951718911035710809980355887345804613.xml,2026-12-15 05:51:29,2026-12-15 05:51:29
66,97,NFE000000066,25524032935621242015573958009887018637398490,001,2024-09-30 15:57:12,authorized,7796.93,s3://lh-nautical-nfe/25524032935621242015573958009887018637398490.xml,2024-09-30 15:57:12,2024-09-30 15:57:12
67,98,NFE000000067,03038137711726571468233790483426244091811916,001,2022-10-11 00:37:32,authorized,29915.74,s3://lh-nautical-nfe/03038137711726571468233790483426244091811916.xml,2022-10-11 00:37:32,2022-10-11 00:37:32
68,99,NFE000000068,84466395251241087240942377975186356807848914,001,2026-02-22 01:27:23,authorized,27735.15,s3://lh-nautical-nfe/84466395251241087240942377975186356807848914.xml,2026-02-22 01:27:23,2026-02-22 01:27:23
69,101,NFE000000069,34858148171069975609479731421460608435584153,001,2023-01-29 21:19:55,authorized,96332.32,s3://lh-nautical-nfe/34858148171069975609479731421460608435584153.xml,2023-01-29 21:19:55,2023-01-29 21:19:55
70,102,NFE000000070,34631658744262757963033829942421982019450777,001,2022-02-21 21:10:48,authorized,35208.29,s3://lh-nautical-nfe/34631658744262757963033829942421982019450777.xml,2022-02-21 21:10:48,2022-02-21 21:10:48
71,104,NFE000000071,42869610920610075260563664673439198670533566,001,2026-03-20 03:23:13,cancelled,27172.31,s3://lh-nautical-nfe/42869610920610075260563664673439198670533566.xml,2026-03-20 03:23:13,2026-03-20 03:23:13
72,105,NFE000000072,94568935776196224894053215563839866718007794,001,2025-12-18 13:54:37,authorized,40179.05,s3://lh-nautical-nfe/94568935776196224894053215563839866718007794.xml,2025-12-18 13:54:37,2025-12-18 13:54:37
73,107,NFE000000073,10626174563459236068211097439254693850914608,001,2026-12-20 01:54:59,authorized,55330.58,s3://lh-nautical-nfe/10626174563459236068211097439254693850914608.xml,2026-12-20 01:54:59,2026-12-20 01:54:59
74,110,NFE000000074,27037272226558969374608552332896589454386354,001,2022-04-25 09:31:50,authorized,25899.25,s3://lh-nautical-nfe/27037272226558969374608552332896589454386354.xml,2022-04-25 09:31:50,2022-04-25 09:31:50
75,111,NFE000000075,59920378769829480306832686310743325915119730,001,2026-05-23 05:00:16,authorized,7335.47,s3://lh-nautical-nfe/59920378769829480306832686310743325915119730.xml,2026-05-23 05:00:16,2026-05-23 05:00:16
76,112,NFE000000076,82275368502274421670416752665055223629473404,001,2022-03-02 10:43:29,authorized,21808.27,s3://lh-nautical-nfe/82275368502274421670416752665055223629473404.xml,2022-03-02 10:43:29,2022-03-02 10:43:29
77,115,NFE000000077,20475729834518233806427117925895980828562357,001,2021-09-08 03:46:29,authorized,58281.51,s3://lh-nautical-nfe/20475729834518233806427117925895980828562357.xml,2021-09-08 03:46:29,2021-09-08 03:46:29
78,117,NFE000000078,67217082972500687902598815862402647044458517,001,2022-01-07 12:01:21,authorized,41261.52,s3://lh-nautical-nfe/67217082972500687902598815862402647044458517.xml,2022-01-07 12:01:21,2022-01-07 12:01:21
79,118,NFE000000079,13168507670718774534572236522934055563238528,001,2022-12-26 09:22:51,authorized,47342.87,s3://lh-nautical-nfe/13168507670718774534572236522934055563238528.xml,2022-12-26 09:22:51,2022-12-26 09:22:51
80,119,NFE000000080,02899420434717568259013121301817802003926192,001,2023-10-11 15:35:13,authorized,3224.48,s3://lh-nautical-nfe/02899420434717568259013121301817802003926192.xml,2023-10-11 15:35:13,2023-10-11 15:35:13
81,120,NFE000000081,67242958082130378541092746521851238577559008,001,2024-01-24 21:12:07,authorized,23502.56,s3://lh-nautical-nfe/67242958082130378541092746521851238577559008.xml,2024-01-24 21:12:07,2024-01-24 21:12:07
82,121,NFE000000082,51620199666389200096703774030129936337014497,001,2024-01-19 12:02:46,authorized,29188.56,s3://lh-nautical-nfe/51620199666389200096703774030129936337014497.xml,2024-01-19 12:02:46,2024-01-19 12:02:46
83,123,NFE000000083,27054189240383725651903418914518201443968064,001,2022-10-25 08:09:50,authorized,1775.98,s3://lh-nautical-nfe/27054189240383725651903418914518201443968064.xml,2022-10-25 08:09:50,2022-10-25 08:09:50
84,124,NFE000000084,91245018133178884051002759718424820991083726,001,2020-03-05 10:35:59,authorized,30710.80,s3://lh-nautical-nfe/91245018133178884051002759718424820991083726.xml,2020-03-05 10:35:59,2020-03-05 10:35:59
85,125,NFE000000085,45102736332969717535996904969204271206993828,001,2023-03-08 17:46:21,authorized,23877.41,s3://lh-nautical-nfe/45102736332969717535996904969204271206993828.xml,2023-03-08 17:46:21,2023-03-08 17:46:21
86,126,NFE000000086,48958603168865404817261446882616982530892285,001,2023-03-15 21:34:30,authorized,318.92,s3://lh-nautical-nfe/48958603168865404817261446882616982530892285.xml,2023-03-15 21:34:30,2023-03-15 21:34:30
87,127,NFE000000087,23306511760043921861775100078814809779161838,001,2020-11-21 07:15:05,authorized,23215.92,s3://lh-nautical-nfe/23306511760043921861775100078814809779161838.xml,2020-11-21 07:15:05,2020-11-21 07:15:05
88,130,NFE000000088,42343360137144361437828748691099415220982721,001,2023-06-21 02:43:03,authorized,16933.54,s3://lh-nautical-nfe/42343360137144361437828748691099415220982721.xml,2023-06-21 02:43:03,2023-06-21 02:43:03
89,131,NFE000000089,23953162143991833992853016179576647627815968,001,2020-03-04 02:56:44,cancelled,23885.16,s3://lh-nautical-nfe/23953162143991833992853016179576647627815968.xml,2020-03-04 02:56:44,2020-03-04 02:56:44
90,132,NFE000000090,60992180311101553269406886428688742005263085,001,2025-12-07 07:48:16,authorized,15932.19,s3://lh-nautical-nfe/60992180311101553269406886428688742005263085.xml,2025-12-07 07:48:16,2025-12-07 07:48:16
91,133,NFE000000091,73745912631485572317151305854662096814901876,001,2020-06-02 07:01:58,authorized,13068.93,s3://lh-nautical-nfe/73745912631485572317151305854662096814901876.xml,2020-06-02 07:01:58,2020-06-02 07:01:58
92,134,NFE000000092,51505250983848576226979017083031251852545462,001,2024-02-05 04:51:50,authorized,64883.36,s3://lh-nautical-nfe/51505250983848576226979017083031251852545462.xml,2024-02-05 04:51:50,2024-02-05 04:51:50
93,135,NFE000000093,49707787254572198853071991000416249574393318,001,2026-10-30 21:25:42,authorized,56709.55,s3://lh-nautical-nfe/49707787254572198853071991000416249574393318.xml,2026-10-30 21:25:42,2026-10-30 21:25:42
94,136,NFE000000094,26760459627967587268178144993148248420693801,001,2023-07-29 19:06:36,cancelled,821.48,s3://lh-nautical-nfe/26760459627967587268178144993148248420693801.xml,2023-07-29 19:06:36,2023-07-29 19:06:36
95,137,NFE000000095,33238427352053655132105198187538495003874105,001,2024-01-10 16:12:48,authorized,6254.99,s3://lh-nautical-nfe/33238427352053655132105198187538495003874105.xml,2024-01-10 16:12:48,2024-01-10 16:12:48
96,138,NFE000000096,24782070807158343937500272747926188729509401,001,2025-11-05 01:42:18,authorized,44350.92,s3://lh-nautical-nfe/24782070807158343937500272747926188729509401.xml,2025-11-05 01:42:18,2025-11-05 01:42:18
97,139,NFE000000097,73163784881592146478209789951528727444224904,001,2021-01-24 13:02:23,cancelled,29655.19,s3://lh-nautical-nfe/73163784881592146478209789951528727444224904.xml,2021-01-24 13:02:23,2021-01-24 13:02:23
98,140,NFE000000098,01811777835593028801497650364437015676244750,001,2020-01-16 13:14:03,authorized,45279.60,s3://lh-nautical-nfe/01811777835593028801497650364437015676244750.xml,2020-01-16 13:14:03,2020-01-16 13:14:03
99,141,NFE000000099,46536743765853299011022280503472109011887101,001,2022-03-10 02:17:48,authorized,10259.69,s3://lh-nautical-nfe/46536743765853299011022280503472109011887101.xml,2022-03-10 02:17:48,2022-03-10 02:17:48
100,143,NFE000000100,78967852659200406348075115324762437715963489,001,2025-03-20 13:52:06,authorized,16624.61,s3://lh-nautical-nfe/78967852659200406348075115324762437715963489.xml,2025-03-20 13:52:06,2025-03-20 13:52:06
102,146,NFE000000102,15799331191122552584159503700002249592960230,001,2024-10-11 12:03:41,authorized,12018.56,s3://lh-nautical-nfe/15799331191122552584159503700002249592960230.xml,2024-10-11 12:03:41,2024-10-11 12:03:41
103,148,NFE000000103,27138777330313002004919159924003480514237533,001,2021-04-01 05:03:12,authorized,32967.23,s3://lh-nautical-nfe/27138777330313002004919159924003480514237533.xml,2021-04-01 05:03:12,2021-04-01 05:03:12
104,150,NFE000000104,11478133032675901867686186225042799381229536,001,2025-01-13 13:03:49,authorized,32421.38,s3://lh-nautical-nfe/11478133032675901867686186225042799381229536.xml,2025-01-13 13:03:49,2025-01-13 13:03:49
105,152,NFE000000105,82585598118749479318188291165025909697260302,001,2026-04-20 17:51:58,authorized,21186.29,s3://lh-nautical-nfe/82585598118749479318188291165025909697260302.xml,2026-04-20 17:51:58,2026-04-20 17:51:58
106,153,NFE000000106,50939040567951476700152893760892511763562246,001,2024-03-27 17:13:15,authorized,20832.75,s3://lh-nautical-nfe/50939040567951476700152893760892511763562246.xml,2024-03-27 17:13:15,2024-03-27 17:13:15
107,154,NFE000000107,36966639257189662858814177211387021498174134,001,2025-10-23 06:29:08,authorized,45996.10,s3://lh-nautical-nfe/36966639257189662858814177211387021498174134.xml,2025-10-23 06:29:08,2025-10-23 06:29:08
108,156,NFE000000108,20285198860821112192702759058214102833493171,001,2025-11-12 19:01:20,authorized,31650.90,s3://lh-nautical-nfe/20285198860821112192702759058214102833493171.xml,2025-11-12 19:01:20,2025-11-12 19:01:20
109,157,NFE000000109,67776044996990869866558673868751704838181815,001,2023-05-10 17:07:05,authorized,8598.15,s3://lh-nautical-nfe/67776044996990869866558673868751704838181815.xml,2023-05-10 17:07:05,2023-05-10 17:07:05
110,158,NFE000000110,31746406906587345202266098821811787088770596,001,2023-06-09 02:07:28,authorized,51118.60,s3://lh-nautical-nfe/31746406906587345202266098821811787088770596.xml,2023-06-09 02:07:28,2023-06-09 02:07:28
111,159,NFE000000111,75328186044787380057116966275537875650764855,001,2025-03-03 21:25:58,authorized,32945.97,s3://lh-nautical-nfe/75328186044787380057116966275537875650764855.xml,2025-03-03 21:25:58,2025-03-03 21:25:58
112,160,NFE000000112,28916200703432338177261676453533155257734787,001,2021-12-18 05:13:59,authorized,48860.06,s3://lh-nautical-nfe/28916200703432338177261676453533155257734787.xml,2021-12-18 05:13:59,2021-12-18 05:13:59
113,162,NFE000000113,84473172946108027801219354896612323606240256,001,2023-04-04 08:02:47,authorized,8367.55,s3://lh-nautical-nfe/84473172946108027801219354896612323606240256.xml,2023-04-04 08:02:47,2023-04-04 08:02:47
115,167,NFE000000115,13151979538956573639745141877870607812792207,001,2025-09-25 04:42:58,authorized,41233.94,s3://lh-nautical-nfe/13151979538956573639745141877870607812792207.xml,2025-09-25 04:42:58,2025-09-25 04:42:58
116,168,NFE000000116,05573984314399759520687294747918904063405256,001,2020-04-15 04:34:55,authorized,14072.33,s3://lh-nautical-nfe/05573984314399759520687294747918904063405256.xml,2020-04-15 04:34:55,2020-04-15 04:34:55
117,169,NFE000000117,13979637745181803750243053175378071341216361,001,2022-03-31 22:56:46,authorized,30983.40,s3://lh-nautical-nfe/13979637745181803750243053175378071341216361.xml,2022-03-31 22:56:46,2022-03-31 22:56:46
118,171,NFE000000118,32358577888474069446018425388134223288395131,001,2025-02-22 09:20:16,authorized,9216.78,s3://lh-nautical-nfe/32358577888474069446018425388134223288395131.xml,2025-02-22 09:20:16,2025-02-22 09:20:16
119,176,NFE000000119,65619765760942159660897605780984440577136252,001,2026-07-24 04:38:57,authorized,13976.70,s3://lh-nautical-nfe/65619765760942159660897605780984440577136252.xml,2026-07-24 04:38:57,2026-07-24 04:38:57
120,177,NFE000000120,48229245049614376568484931928592010344175435,001,2025-02-08 20:36:15,authorized,18511.56,s3://lh-nautical-nfe/48229245049614376568484931928592010344175435.xml,2025-02-08 20:36:15,2025-02-08 20:36:15
121,178,NFE000000121,95657053805571492276966267405161014526457135,001,2025-03-19 17:39:14,authorized,25500.30,s3://lh-nautical-nfe/95657053805571492276966267405161014526457135.xml,2025-03-19 17:39:14,2025-03-19 17:39:14
122,179,NFE000000122,50169860574478350665908266063280988578777280,001,2026-11-26 22:20:40,authorized,20512.55,s3://lh-nautical-nfe/50169860574478350665908266063280988578777280.xml,2026-11-26 22:20:40,2026-11-26 22:20:40
123,180,NFE000000123,14301598017546990004053756653916470196633512,001,2022-05-10 03:11:03,authorized,45892.67,s3://lh-nautical-nfe/14301598017546990004053756653916470196633512.xml,2022-05-10 03:11:03,2022-05-10 03:11:03
124,182,NFE000000124,88838619621818317587409609718243677171727265,001,2022-01-27 14:06:09,authorized,37042.39,s3://lh-nautical-nfe/88838619621818317587409609718243677171727265.xml,2022-01-27 14:06:09,2022-01-27 14:06:09
125,183,NFE000000125,66493325619944955621606387861647876366835150,001,2023-03-02 04:18:14,rejected,15279.36,s3://lh-nautical-nfe/66493325619944955621606387861647876366835150.xml,2023-03-02 04:18:14,2023-03-02 04:18:14
126,184,NFE000000126,35734672644143599178113390419307879456904184,001,2025-01-15 08:45:59,authorized,35862.92,s3://lh-nautical-nfe/35734672644143599178113390419307879456904184.xml,2025-01-15 08:45:59,2025-01-15 08:45:59
127,185,NFE000000127,88552730376567421515114236754905334603681698,001,2026-04-01 19:52:58,rejected,9416.30,s3://lh-nautical-nfe/88552730376567421515114236754905334603681698.xml,2026-04-01 19:52:58,2026-04-01 19:52:58
128,186,NFE000000128,21486506313680370955437502604487112337433351,001,2020-12-20 04:48:50,authorized,14569.60,s3://lh-nautical-nfe/21486506313680370955437502604487112337433351.xml,2020-12-20 04:48:50,2020-12-20 04:48:50
129,187,NFE000000129,78367965765623865157296353265463756821007871,001,2024-04-20 17:27:00,authorized,57013.99,s3://lh-nautical-nfe/78367965765623865157296353265463756821007871.xml,2024-04-20 17:27:00,2024-04-20 17:27:00
130,188,NFE000000130,54715340149191074874923419618268100860153646,001,2026-07-13 02:18:34,cancelled,28978.22,s3://lh-nautical-nfe/54715340149191074874923419618268100860153646.xml,2026-07-13 02:18:34,2026-07-13 02:18:34
