id,product_variant_id,location_id,movement_type,quantity,reference_table,reference_id,employee_id,notes,occurred_at,created_at
32,6,3,purchase_in,74.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
33,6,4,purchase_in,77.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
34,6,5,purchase_in,99.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
35,6,6,purchase_in,64.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
36,7,1,purchase_in,79.320,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
37,7,2,purchase_in,99.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
38,7,3,purchase_in,86.000,,,,tudo certo,2020-01-01 00:00:00,2020-01-01 00:00:00
39,7,4,purchase_in,73.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
40,7,6,purchase_in,135.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
41,8,1,purchase_in,83.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
42,8,2,purchase_in,152.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
43,8,3,purchase_in,97.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
44,8,4,purchase_in,85.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
45,8,5,purchase_in,90.020,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
46,8,6,purchase_in,85.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
47,9,1,purchase_in,53.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
48,9,2,purchase_in,82.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
49,9,3,purchase_in,41.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
50,9,4,purchase_in,55.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
51,9,5,purchase_in,85.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
52,9,6,purchase_in,120.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
53,10,1,purchase_in,32.820,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
54,10,2,purchase_in,68.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
55,10,3,purchase_in,76.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
56,10,4,purchase_in,80.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
57,10,5,purchase_in,64.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
58,10,6,purchase_in,14.770,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
59,11,1,purchase_in,86.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
60,11,2,purchase_in,63.430,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
61,11,3,purchase_in,68.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
62,11,4,purchase_in,144.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
63,11,5,purchase_in,68.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
64,11,6,purchase_in,47.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
65,12,1,purchase_in,56.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
66,12,2,purchase_in,100.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
67,12,3,purchase_in,107.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
68,12,4,purchase_in,51.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
69,12,6,purchase_in,127.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
70,13,1,purchase_in,68.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
71,13,2,purchase_in,24.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
72,13,3,purchase_in,65.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
73,13,4,purchase_in,83.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
74,13,5,purchase_in,86.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
75,13,6,purchase_in,9.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
76,14,1,purchase_in,68.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
77,14,2,purchase_in,101.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
78,14,3,purchase_in,73.360,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
79,14,4,purchase_in,72.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
80,14,5,purchase_in,85.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
81,14,6,purchase_in,134.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
82,15,1,purchase_in,88.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
83,15,2,purchase_in,71.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
84,15,3,purchase_in,115.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
85,15,4,purchase_in,80.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
86,15,5,purchase_in,102.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
87,15,6,purchase_in,88.820,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
88,16,1,purchase_in,120.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
89,16,2,purchase_in,29.000,,,,conferido,2020-01-01 00:00:00,2020-01-01 00:00:00
90,16,3,purchase_in,32.000,,,,ver com gerente,2020-01-01 00:00:00,2020-01-01 00:00:00
91,16,4,purchase_in,110.250,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
92,16,5,purchase_in,45.600,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
93,16,6,purchase_in,127.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
94,17,1,purchase_in,108.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
95,17,2,purchase_in,99.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
96,17,3,purchase_in,86.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
97,17,4,purchase_in,147.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
98,17,6,purchase_in,113.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
99,18,1,purchase_in,120.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
100,18,2,purchase_in,94.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
101,18,3,purchase_in,60.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
102,18,4,purchase_in,125.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
103,18,5,purchase_in,84.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
104,18,6,purchase_in,63.640,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
105,19,1,purchase_in,77.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
106,19,2,purchase_in,102.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
107,19,4,purchase_in,31.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
108,19,5,purchase_in,38.080,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
109,19,6,purchase_in,84.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
110,20,1,purchase_in,58.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
111,20,2,purchase_in,79.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
112,20,3,purchase_in,103.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
113,20,4,purchase_in,64.400,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
114,20,5,purchase_in,105.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
115,20,6,purchase_in,67.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
116,21,1,purchase_in,94.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
117,21,2,purchase_in,83.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
118,21,3,purchase_in,72.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
119,21,4,purchase_in,73.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
120,21,5,purchase_in,67.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
121,21,6,purchase_in,49.300,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
122,22,1,purchase_in,86.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
123,22,2,purchase_in,81.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
124,22,4,purchase_in,22.240,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
125,22,5,purchase_in,76.020,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
126,23,1,purchase_in,28.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
127,23,2,purchase_in,85.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
128,23,3,purchase_in,78.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
129,23,4,purchase_in,96.800,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
130,23,5,purchase_in,83.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
131,23,6,purchase_in,47.580,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
132,24,1,purchase_in,40.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
133,24,2,purchase_in,74.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
134,24,3,purchase_in,173.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
135,24,4,purchase_in,107.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
136,24,5,purchase_in,86.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
137,24,6,purchase_in,112.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
138,25,1,purchase_in,67.450,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
139,25,2,purchase_in,80.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
140,25,3,purchase_in,94.960,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
141,25,4,purchase_in,34.460,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
142,25,5,purchase_in,72.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
143,25,6,purchase_in,79.000,,,,ok,2020-01-01 00:00:00,2020-01-01 00:00:00
144,26,1,purchase_in,136.110,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
145,26,2,purchase_in,81.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
146,26,3,purchase_in,85.960,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
147,26,4,purchase_in,131.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
148,26,5,purchase_in,150.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
149,26,6,purchase_in,78.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
150,27,1,purchase_in,52.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
151,27,2,purchase_in,115.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
152,27,3,purchase_in,98.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
153,27,4,purchase_in,82.830,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
154,27,5,purchase_in,21.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
155,27,6,purchase_in,32.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
156,28,1,purchase_in,79.860,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
157,28,2,purchase_in,80.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
158,28,4,purchase_in,156.000,,,,ok!,2020-01-01 00:00:00,2020-01-01 00:00:00
159,28,5,purchase_in,121.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
160,28,6,purchase_in,96.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
161,29,1,purchase_in,55.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
162,29,2,purchase_in,71.060,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
163,29,3,purchase_in,58.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
164,29,4,purchase_in,112.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
165,29,5,purchase_in,133.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
166,29,6,purchase_in,28.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
167,30,1,purchase_in,81.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
168,30,2,purchase_in,50.200,,,,ver com gerente,2020-01-01 00:00:00,2020-01-01 00:00:00
169,30,3,purchase_in,74.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
170,30,4,purchase_in,40.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
171,30,5,purchase_in,142.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
172,30,6,purchase_in,62.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
173,31,1,purchase_in,95.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
174,31,2,purchase_in,94.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
175,31,3,purchase_in,96.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
176,31,4,purchase_in,65.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
177,31,5,purchase_in,79.890,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
178,31,6,purchase_in,90.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
179,32,1,purchase_in,87.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
180,32,2,purchase_in,45.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
181,32,3,purchase_in,96.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
182,32,4,purchase_in,96.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
183,32,5,purchase_in,35.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
184,32,6,purchase_in,107.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
185,33,1,purchase_in,91.510,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
186,33,2,purchase_in,25.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
187,33,3,purchase_in,63.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
188,33,4,purchase_in,132.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
189,33,5,purchase_in,67.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
190,33,6,purchase_in,136.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
191,34,1,purchase_in,182.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
192,34,2,purchase_in,110.000,,,,tudo certo,2020-01-01 00:00:00,2020-01-01 00:00:00
193,34,3,purchase_in,79.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
194,34,4,purchase_in,96.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
195,34,5,purchase_in,76.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
196,34,6,purchase_in,68.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
197,35,1,purchase_in,77.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
198,35,2,purchase_in,62.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
199,35,3,purchase_in,91.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
200,35,4,purchase_in,32.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
201,35,5,purchase_in,76.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
202,35,6,purchase_in,94.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
203,36,1,purchase_in,78.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
204,36,2,purchase_in,4.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
205,36,4,purchase_in,31.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
206,36,5,purchase_in,62.000,,,,OK,2020-01-01 00:00:00,2020-01-01 00:00:00
207,36,6,purchase_in,89.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
208,37,2,purchase_in,128.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
209,37,3,purchase_in,88.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
210,37,4,purchase_in,86.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
211,37,5,purchase_in,67.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
212,37,6,purchase_in,100.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
213,38,1,purchase_in,131.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
214,38,3,purchase_in,114.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
215,38,4,purchase_in,55.430,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
216,38,5,purchase_in,16.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
217,38,6,purchase_in,77.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
218,39,1,purchase_in,129.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
219,39,2,purchase_in,96.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
220,39,3,purchase_in,88.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
221,39,4,purchase_in,83.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
222,39,5,purchase_in,80.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
223,39,6,purchase_in,57.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
224,40,1,purchase_in,81.440,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
225,40,2,purchase_in,86.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
226,40,3,purchase_in,61.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
227,40,4,purchase_in,85.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
228,40,5,purchase_in,140.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
229,40,6,purchase_in,62.240,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
230,41,1,purchase_in,69.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
231,41,2,purchase_in,3.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
232,41,3,purchase_in,48.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
233,41,4,purchase_in,85.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
234,41,5,purchase_in,21.120,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
235,41,6,purchase_in,104.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
236,42,1,purchase_in,123.000,,,,ver com gerente,2020-01-01 00:00:00,2020-01-01 00:00:00
237,42,2,purchase_in,58.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
238,42,3,purchase_in,90.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
239,42,4,purchase_in,100.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
240,42,5,purchase_in,19.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
241,42,6,purchase_in,114.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
242,43,1,purchase_in,72.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
243,43,2,purchase_in,59.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
244,43,3,purchase_in,79.880,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
245,43,4,purchase_in,31.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
246,43,5,purchase_in,106.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
247,43,6,purchase_in,59.200,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
248,44,1,purchase_in,71.600,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
249,44,3,purchase_in,96.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
250,44,4,purchase_in,119.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
251,44,5,purchase_in,64.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
252,44,6,purchase_in,125.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
253,45,1,purchase_in,108.000,,,,Opening balance — system migration,2020-01-01 00:00:00,2020-01-01 00:00:00
